id,score
A001793,79.7
A001794,93.9
A001795,86
A001796,76.6
A001797,76
A001798,98.9
A001799,91.5
A001800,98.9
A001801,41.4
A001802,98.9
A001803,92.5
A001804,84.8
A001805,70.1
A001806,93
A001807,61.9
A001808,99.3
A001809,93.6
A001810,97.1
A001811,73.7
A001812,66.8
A001813,82.1
A001814,64.7
A001815,76
A001816,70.6
A001817,70.8
A001818,75.2
A001819,96.4
A001820,97.7
A001821,82.4
A001822,76.2
A001823,76.8
A001824,99.3
A001825,83.8
A001826,50.8
A001827,68
A001828,86.8
A001829,97.6
A001830,75.3
A001831,86.9
A001832,84.3
A001833,75.8
A001834,55.3
A001835,85.5
A001836,89
A001837,88.7
A001838,88.2
A001839,92.5
A001840,91
A001841,75.9
A001842,93.2
A001843,94.7
A001844,67.6
A001845,90.9
A001846,72.6
A001847,71.1
A001848,62.3
A001849,66.8
A001850,78.9
A001851,89.6
A001852,67.8
A001853,90.2
A001854,98.6
A001855,64.9
A001856,46.1
A001857,97.1
A001858,89
A001859,94.6
A001860,87.7
A001861,95.9
A001862,85.9
A001863,96
A001864,81.7
A001865,75.3
A001866,97.2
A001867,56.5
A001868,88.7
A001869,56.2
A001870,74.6
A001871,74
A001872,98.8
A001873,81.4
A001874,89.8
A001875,94.4
A001876,91.3
A001877,92
A001878,78.5
A001879,96.7
A001880,89.2
A001881,75.9
A001882,73.3
A001883,70.5
A001884,80.1
A001885,76
A001886,94
A001887,52.9
A001888,96.9
A001889,94.3
A001890,99.8
A001891,85.5
A001892,72.1
A001893,99.9
A001894,72
A001895,93.7
A001896,93.9
A001897,96.9
A001898,77.5
A001899,91.7
A001900,46.1
A001901,88.5
A001902,90.2
A001903,50.9
A001904,78.2
A001905,95.4
A001906,90.6
A001907,74.6
A001908,97.6
A001909,71.5
A001910,96.6
A001911,94.3
A001912,92.4
A001913,88.4
A001914,87.1
A001915,66.6
A001916,91.2
A001917,96
A001918,83.3
A001919,55.2
A001920,91
A001921,97.4
A001922,97.2
A001923,84.9
A001924,91.1
A001925,75.6
A001926,93.9
A001927,79.1
A001928,71
A001929,87.9
A001930,74
A001931,59.7
A001932,91.6
A001933,74.5
A001934,97.9
A001935,57.4
A001936,97.6
A001937,95.5
A001938,78.7
A001939,81.9
A001940,78.6
A001941,78.9
A001942,73.9
A001943,88.4
A001944,78.2
A001945,96.5
A001946,96.1
A001947,76.4
A001948,89.2
A001949,96.4
A001950,81
A001951,82.1
A001952,90.9
A001953,90
A001954,84.2
A001955,99
A001956,89.7
A001957,96.8
A001958,84.1
A001959,61.9
A001960,80
A001961,86
A001962,95.5
A001963,76.8
A001964,79.8
A001965,79.5
A001966,74.8
A001967,72
A001968,85.8
A001969,89.9
A001970,82.3
A001971,99.3
A001972,77.8
A001973,71.9
A001974,69.6
A001975,72.6
A001976,64.8
A001977,70.9
A001978,75.3
A001979,43.8
A001980,86.2
A001981,86.3
A001982,84.8
A001983,75.2
A001984,73.3
A001985,89
A001986,91.9
A001987,92.2
A001988,71
A001989,98.4
A001990,75.3
A001991,88.6
A001992,96.9
A001993,70.3
A001994,83.3
A001995,82.2
A001996,71.2
A001997,99.6
A001998,90.2
A001999,88
A002000,82.1
A002001,75.1
A002002,99.4
A002003,78.6
A002004,88.9
A002005,45.2
A002006,99.7
A002007,74.7
A002008,96.1
A002009,91.3
A002010,98.9
A002011,86.3
A002012,87.2
A002013,95.6
A002014,94
A002015,93.4
A002016,66.8
A002017,82.3
A002018,83.2
A002019,87.5
A002020,66
A002021,75.6
A002022,86.4
A002023,56.3
A002024,70.1
A002025,89.2
A002026,98.5
A002027,91.3
A002028,80
A002029,76.9
A002030,98.3
A002031,96.2
A002032,86.8
A002033,93.7
A002034,77.9
A002035,66.5
A002036,86
A002037,73.4
A002038,80.1
A002039,71
A002040,98.2
A002041,70
A002042,91
A002043,85
A002044,85.8
A002045,79.7
A002046,85.5
A002047,73
A002048,65.4
A002049,89.1
A002050,82.5
A002051,82.8
A002052,83.4
A002053,73.4
A002054,85.8
A002055,87.7
A002056,81.1
A002057,76.4
A002058,82.9
A002059,74.6
A002060,78.1
A002061,78.4
A002062,93
A002063,98.5
A002064,82.3
A002065,87.2
A002066,94.3
A002067,76.5
A002068,88.7
A002069,96.2
A002070,75.6
A002071,55.6
A002072,79
A002073,96.6
A002074,92.5
A002075,85.7
A002076,42.9
A002077,97.4
A002078,72.8
A002079,95
A002080,93.8
A002081,99.1
A002082,94.9
A002083,89.6
A002084,97.1
A002085,80.8
A002086,46.4
A002087,77.5
A002088,89.9
A002089,83.9
A002090,71.2
A002091,68.5
A002092,99.6
A002093,78
A002094,80.3
A002095,83.5
A002096,73.4
A002097,78.3
A002098,94.5
A002099,79.7
A002100,68.3
A002101,83.5
A002102,76.4
A002103,93.1
A002104,75.7
A002105,80.3
A002106,73.8
A002107,93.3
A002108,74.9
A002109,96
A002110,40.9
A002111,83.7
A002112,53.4
A002113,77.3
A002114,85.4
A002115,94.5
A002116,74.2
A002117,50.3
A002118,99.5
A002119,86.6
A002120,69.2
A002121,90
A002122,98.4
A002123,85.7
A002124,99.9
A002125,90.9
A002126,99.8
A002127,74.7
A002128,79.1
A002129,92.1
A002130,44.7
A002131,84.6
A002132,74.6
A002133,85
A002134,80.4
A002135,72.2
A002136,70.8
A002137,73.7
A002138,85.7
A002139,76.1
A002140,86.6
A002141,78.3
A002142,94.8
A002143,40.5
A002144,96.9
A002145,75.8
A002146,96.5
A002147,98.1
A002148,83.8
A002149,86.8
A002150,83.3
A002151,91.1
A002152,82.9
A002153,86
A002154,83.7
A002155,76.9
A002156,83.7
A002157,85.5
A002158,99.3
A002159,74.3
A002160,85.3
A002161,77
A002162,96.5
A002163,74.3
A002164,96
A002165,76.7
A002166,93.9
A002167,65.4
A002168,42.8
A002169,78.8
A002170,76.5
A002171,78.9
A002172,79
A002173,54.4
A002174,82
A002175,83.8
A002176,92.1
A002177,75.2
A002178,89.3
A002179,94.1
A002180,46.4
A002181,96.9
A002182,98.9
A002183,60.1
A002184,99.1
A002185,99.5
A002186,88.2
A002187,79.3
A002188,91.3
A002189,85.2
A002190,98.5
A002191,90.6
A002192,79.4
A002193,92.9
A002194,90.3
A002195,73
A002196,70.8
A002197,92.3
A002198,83.6
A002199,74
A002200,85.1
A002201,87.2
A002202,70.4
A002203,97.7
A002204,70.2
A002205,99.7
A002206,91.5
A002207,72.8
A002208,96.2
A002209,80.6
A002210,76.9
A002211,76.5
A002212,88.2
A002213,97
A002214,72.8
A002215,84.6
A002216,70.6
A002217,76
A002218,84.3
A002219,83.6
A002220,92.1
A002221,90.6
A002222,89.2
A002223,77.1
A002224,85.1
A002225,95.7
A002226,71.4
A002227,58.8
A002228,44.9
A002229,91.4
A002230,93.5
A002231,77.2
A002232,65.8
A002233,97.2
A002234,77.8
A002235,95.8
A002236,85
A002237,79.9
A002238,71.9
A002239,86.3
A002240,76.3
A002241,89.9
A002242,100
A002243,70.5
A002244,48.2
A002245,86.2
A002246,88.1
A002247,76.1
A002248,92.7
A002249,75.5
A002250,96.9
A002251,73.7
A002252,86.8
A002253,96.3
A002254,70.3
A002255,80
A002256,96.8
A002257,90.3
A002258,42.2
A002259,79.1
A002260,63.8
A002261,97.2
A002262,83.1
A002263,76.4
A002264,74.4
A002265,88.6
A002266,85.7
A002267,81.2
A002268,97.7
A002269,92.3
A002270,70.3
A002271,90.8
A002272,95
A002273,49.2
A002274,75.2
A002275,97.1
A002276,45.6
A002277,77
A002278,94.9
A002279,77
A002280,92.7
A002281,77.2
A002282,71.8
A002283,98.4
A002284,99.9
A002285,92.1
A002286,91.5
A002287,99.6
A002288,79.9
A002289,77
A002290,71.1
A002291,72.1
A002292,97.8
A002293,82.2
A002294,75
A002295,90
A002296,73.5
A002297,91.8
A002298,76.4
A002299,74.8
A002300,97.2
A002301,71.8
A002302,95
A002303,60.6
A002304,95.4
A002305,80.4
A002306,99.4
A002307,95
A002308,96.8
A002309,89.9
A002310,91.5
A002311,80.4
A002312,84.7
A002313,96.1
A002314,89.9
A002315,71.2
A002316,84.7
A002317,60.8
A002318,45.8
A002319,90.7
A002320,56.6
A002321,93.5
A002322,99.5
A002323,99.1
A002324,90.3
A002325,97.6
A002326,72
A002327,77.5
A002328,77.5
A002329,75.1
A002330,99.9
A002331,69.1
A002332,77.8
A002333,75
A002334,96.9
A002335,79.6
A002336,78
A002337,81.6
A002338,92.6
A002339,78.8
A002340,82.5
A002341,71.4
A002342,96.7
A002343,70.2
A002344,84.1
A002345,72.8
A002346,89.8
A002347,83.4
A002348,74.4
A002349,78.6
A002350,88.7
A002351,77.5
A002352,51.6
A002353,74.9
A002354,71.7
A002355,71.1
A002356,98.4
A002357,92.8
A002358,83.7
A002359,64.8
A002360,81
A002361,95.2
A002362,94.7
A002363,70.1
A002364,89.7
A002365,97.2
A002366,70.5
A002367,77.6
A002368,97.3
A002369,97.3
A002370,96
A002371,97.7
A002372,79.9
A002373,99.2
A002374,71.7
A002375,67.6
A002376,71.7
A002377,88.9
A002378,93.4
A002379,99.3
A002380,71.1
A002381,73.5
A002382,88.9
A002383,98.6
A002384,94.6
A002385,78.1
A002386,80.9
A002387,94.2
A002388,80
A002389,71.6
A002390,78.6
A002391,72.4
A002392,88
A002393,72.3
A002394,93.1
A002395,97.3
A002396,42.2
A002397,88
A002398,89.9
A002399,55.2
A002400,94.4
A002401,98.9
A002402,90.6
A002403,89.6
A002404,80.6
A002405,98.5
A002406,89.7
A002407,82.3
A002408,75.2
A002409,68
A002410,87.2
A002411,84.9
A002412,90.8
A002413,96.8
A002414,93.6
A002415,90.4
A002416,82.2
A002417,64.5
A002418,98.5
A002419,80.5
A002420,74.1
A002421,93.7
A002422,81.4
A002423,82.6
A002424,70.5
A002425,81.7
A002426,71
A002427,85.3
A002428,45.6
A002429,99.1
A002430,42.1
A002431,85.3
A002432,78.1
A002433,73.5
A002434,41.1
A002435,95.8
A002436,82.3
A002437,80.7
A002438,89.5
A002439,82.3
A002440,94.8
A002441,78.4
A002442,86.6
A002443,70.7
A002444,58
A002445,76.4
A002446,65.9
A002447,74.7
A002448,96.3
A002449,93.2
A002450,59.4
A002451,99.8
A002452,89.7
A002453,94.2
A002454,93
A002455,78.3
A002456,89.8
A002457,83.7
A002458,99.3
A002459,88.1
A002460,84.8
A002461,91.4
A002462,82.1
A002463,91.4
A002464,82.1
A002465,70.5
A002466,79.3
A002467,72.8
A002468,88.4
A002469,99.3
A002470,87.5
A002471,78.6
A002472,74.6
A002473,88.5
A002474,77.1
A002475,84.3
A002476,87.9
A002477,79
A002478,85.9
A002479,72.5
A002480,99.7
A002481,94.2
A002482,93.1
A002483,76
A002484,92.2
A002485,79.9
A002486,71.8
A002487,77.6
A002488,93
A002489,46.2
A002490,80.8
A002491,74.2
A002492,90.5
A002493,81.7
A002494,91.9
A002495,84.5
A002496,99
A002497,98.9
A002498,91.4
A002499,77.9
A002500,90.4
A002501,71.3
A002502,73.9
A002503,95.8
A002504,85.8
A002505,72.6
A002506,95.5
A002507,90.5
A002508,94
A002509,91.8
A002510,90.1
A002511,71.9
A002512,86.1
A002513,46.6
A002514,94.9
A002515,51.6
A002516,79.1
A002517,79.1
A002518,96
A002519,64.8
A002520,85.1
A002521,81.2
A002522,75.8
A002523,48.6
A002524,98.3
A002525,89.5
A002526,65.2
A002527,77
A002528,82.2
A002529,99.7
A002530,91.2
A002531,86.4
A002532,79.4
A002533,89.1
A002534,84
A002535,87.4
A002536,79.2
A002537,99.1
A002538,80.9
A002539,48
A002540,92.9
A002541,84.6
A002542,80
A002543,86.3
A002544,92.4
A002545,42.8
A002546,77.7
A002547,92.3
A002548,89.6
A002549,86.8
A002550,77.5
A002551,76.4
A002552,89
A002553,92.7
A002554,74.9
A002555,72.5
A002556,89.6
A002557,86.6
A002558,90
A002559,87.5
A002560,80
A002561,82.8
A002562,92.3
A002563,92.2
A002564,73
A002565,81.7
A002566,54.8
A002567,83.9
A002568,91
A002569,98.5
A002570,85.7
A002571,85.1
A002572,76.3
A002573,74.2
A002574,50.8
A002575,96.2
A002576,86.4
A002577,74.6
A002578,71.9
A002579,99.2
A002580,87.9
A002581,87
A002582,90.4
A002583,76.9
A002584,83.1
A002585,87.1
A002586,90.7
A002587,90
A002588,54.1
A002589,73.7
A002590,87.2
A002591,94.7
A002592,77.7
A002593,85.7
A002594,61.7
A002595,94.2
A002596,75
A002597,79
A002598,88.1
A002599,79.4
A002600,73.2
A002601,91.4
A002602,97.2
A002603,98
A002604,80.4
A002605,94.8
A002606,74.9
A002607,92.9
A002608,73.2
A002609,91.1
A002610,89.9
A002611,94.5
A002612,98.7
A002613,94.5
A002614,99.2
A002615,94.7
A002616,75
A002617,95.1
A002618,87.1
A002619,99.6
A002620,76.2
A002621,85.8
A002622,73.6
A002623,78.2
A002624,82
A002625,100
A002626,95.9
A002627,93.2
A002628,61
A002629,98.1
A002630,88
A002631,98.9
A002632,93.7
A002633,85.7
A002634,82
A002635,90.3
A002636,97.4
A002637,56
A002638,82.5
A002639,74.3
A002640,97.4
A002641,86.2
A002642,80.3
A002643,76.6
A002644,66.1
A002645,98.2
A002646,83.6
A002647,91
A002648,78.4
A002649,87.8
A002650,81
A002651,42.1
A002652,79.4
A002653,90.2
A002654,89
A002655,85.9
A002656,91.5
A002657,76
A002658,81.3
A002659,75.4
A002660,66.5
A002661,85.4
A002662,91.5
A002663,96.7
A002664,82.3
A002665,91.7
A002666,90.9
A002667,73.1
A002668,79.3
A002669,69.4
A002670,88.9
A002671,94.4
A002672,84
A002673,74.7
A002674,83.5
A002675,77.3
A002676,99.6
A002677,96.4
A002678,70.4
A002679,86
A002680,72
A002681,81.8
A002682,83.5
A002683,90.6
A002684,83.4
A002685,70.7
A002686,75.8
A002687,97.2
A002688,81.9
A002689,70.3
A002690,89
A002691,78.3
A002692,85.8
A002693,80
A002694,85.5
A002695,99.1
A002696,87.5
A002697,84.7
A002698,72.7
A002699,97.5
A002700,71.5
A002701,89.8
A002702,73.2
A002703,99.6
A002704,81.8
A002705,86.1
A002706,77
A002707,84.9
A002708,71.6
A002709,71.6
A002710,77.9
A002711,93.8
A002712,94.4
A002713,85.9
A002714,76.3
A002715,97.1
A002716,85.1
A002717,81
A002718,85.8
A002719,75.7
A002720,93.1
A002721,85.6
A002722,89.5
A002723,44.6
A002724,93.9
A002725,76.8
A002726,92.2
A002727,90.1
A002728,75.4
A002729,96.5
A002730,86.5
A002731,96.3
A002732,98.2
A002733,100
A002734,87.3
A002735,89.7
A002736,85.9
A002737,40.1
A002738,85.4
A002739,79
A002740,76.9
A002741,91
A002742,70.8
A002743,93.8
A002744,77.4
A002745,93.3
A002746,54.7
A002747,77.3
A002748,72.7
A002749,92.4
A002750,43.5
A002751,97.2
A002752,79.3
A002753,77.7
A002754,79.2
A002755,85.3
A002756,97.8
A002757,60
A002758,55.9
A002759,95.7
A002760,53.7
A002761,81.7
A002762,75.8
A002763,70.8
A002764,92.6
A002765,99
A002766,76.3
A002767,78.4
A002768,55.8
A002769,85.1
A002770,94.4
A002771,89.1
A002772,96.1
A002773,100
A002774,95.4
A002775,68.8
A002776,72.6
A002777,83.7
A002778,87.6
A002779,79.7
A002780,48.1
A002781,99.7
A002782,84.5
A002783,92.2
A002784,69.2
A002785,93.3
A002786,82.3
A002787,92
A002788,85.7
A002789,97.7
A002790,76
A002791,84.3
A002792,88.5
A002793,97.7
A002794,83
A002795,87.8
A002796,80.4
A002797,93.4
A002798,86.6
A002799,89.5
A002800,83.9
A002801,83.6
A002802,99.5
A002803,97.6
A002804,73.9
A002805,86.7
A002806,85.1
A002807,91.8
A002808,72.5
A002809,73.2
A002810,45.6
A002811,84.8
A002812,99.4
A002813,69.8
A002814,96.8
A002815,79.6
A002816,84.3
A002817,94.4
A002818,50.9
A002819,97.6
A002820,71.6
A002821,72.6
A002822,76.9
A002823,96.7
A002824,71.7
A002825,85.7
A002826,82.3
A002827,90.5
A002828,95.2
A002829,85.5
A002830,76.4
A002831,92.7
A002832,77.8
A002833,74.9
A002834,87.3
A002835,79.4
A002836,86.5
A002837,69.2
A002838,85.1
A002839,90.9
A002840,77.6
A002841,75.1
A002842,83
A002843,86.6
A002844,75.4
A002845,78.5
A002846,96.1
A002847,79.2
A002848,70.7
A002849,83.4
A002850,72.3
A002851,82.5
A002852,76.5
A002853,77.1
A002854,79
A002855,76.7
A002856,81
A002857,89.9
A002858,98.3
A002859,78.1
A002860,96.1
A002861,84.8
A002862,90.2
A002863,83.5
A002864,75.9
A002865,95.6
A002866,76.8
A002867,70.3
A002868,80.1
A002869,48.3
A002870,76.5
A002871,93.2
A002872,80.7
A002873,84.3
A002874,85.7
A002875,77.4
A002876,81.6
A002877,70.8
A002878,96.6
A002879,98
A002880,98.4
A002881,95.1
A002882,96.9
A002883,84.1
A002884,90.2
A002885,88
A002886,88.2
A002887,88.2
A002888,79.2
A002889,82.8
A002890,94.2
A002891,71
A002892,94.7
A002893,63
A002894,80.2
A002895,80.3
A002896,97.5
A002897,92
A002898,81.6
A002899,92.6
A002900,89.3
A002901,96.7
A002902,91.6
A002903,91
A002904,84.1
A002905,92.7
A002906,78
A002907,89.3
A002908,75.6
A002909,97.7
A002910,61.4
A002911,98.1
A002912,81.9
A002913,66.8
A002914,75
A002915,91.8
A002916,74.9
A002917,82.8
A002918,94.6
A002919,99.9
A002920,74.2
A002921,74.4
A002922,42.5
A002923,40.8
A002924,77.9
A002925,89.9
A002926,70
A002927,88.8
A002928,89.3
A002929,96.5
A002930,42.2
A002931,73
A002932,79
A002933,86.5
A002934,97
A002935,83.2
A002936,56.9
A002937,86.6
A002938,94.2
A002939,97.8
A002940,73.9
A002941,73.4
A002942,80.4
A002943,83.9
A002944,95.3
A002945,81.5
A002946,98.8
A002947,80.9
A002948,73.4
A002949,83.4
A002950,90.4
A002951,95
A002952,70.9
A002953,81.3
A002954,96.2
A002955,92.7
A002956,97
A002957,79.1
A002958,80.9
A002959,98.5
A002960,80
A002961,78.7
A002962,79.5
A002963,94.4
A002964,83.8
A002965,73.4
A002966,77.7
A002967,75.5
A002968,92.2
A002969,72.8
A002970,97.8
A002971,59.2
A002972,99.3
A002973,95.2
A002974,93
A002975,83
A002976,90
A002977,99.2
A002978,90
A002979,86
A002980,74.2
A002981,97.4
A002982,72.2
A002983,97.6
A002984,74.4
A002985,77.8
A002986,84.9
A002987,72.2
A002988,83.2
A002989,45.6
A002990,77.5
A002991,72.9
A002992,90.2
A002993,94.8
A002994,71
A002995,93.4
A002996,85.4
A002997,74.2
A002998,92.2
A002999,73.8
A003000,77.1
A003001,98.1
A003002,93.5
A003003,72.1
A003004,89.5
A003005,95.7
A003006,92
A003007,92.6
A003008,43.6
A003009,77.3
A003010,87.1
A003011,57.7
A003012,95.9
A003013,94.5
A003014,94.5
A003015,83.3
A003016,81.6
A003017,75.8
A003018,98.5
A003019,78.1
A003020,83.5
A003021,91
A003022,77.6
A003023,91.1
A003024,83.4
A003025,90.8
A003026,74.1
A003027,90.6
A003028,98.7
A003029,76.5
A003030,86.4
A003031,94.9
A003032,70.7
A003033,80.9
A003034,84.1
A003035,72
A003036,78.1
A003037,71.9
A003038,78.9
A003039,51.6
A003040,83.3
A003041,88.7
A003042,40.3
A003043,94.4
A003044,58.2
A003045,84.9
A003046,96.8
A003047,83.2
A003048,92.4
A003049,79.4
A003050,92.4
A003051,92.4
A003052,85.6
A003053,84.9
A003054,82.7
A003055,77.2
A003056,76.4
A003057,95.7
A003058,84.3
A003059,96.5
A003060,99.5
A003061,85.3
A003062,87.2
A003063,59.4
A003064,49
A003065,99.6
A003066,66.7
A003067,83.4
A003068,91.4
A003069,76.2
A003070,97.6
A003071,53.8
A003072,77.3
A003073,97.8
A003074,70.1
A003075,78.8
A003076,91.8
A003077,86.1
A003078,86.8
A003079,89.4
A003080,79.2
A003081,74.6
A003082,81.7
A003083,88.6
A003084,95.8
A003085,79.7
A003086,77.5
A003087,83.2
A003088,58.5
A003089,85.3
A003090,62
A003091,77.8
A003092,42.1
A003093,75.3
A003094,70
A003095,98.4
A003096,90.3
A003097,77.9
A003098,89.7
A003099,54.2
A003100,78.4
A003101,88.1
A003102,93.1
A003103,89.5
A003104,91.5
A003105,87.6
A003106,93.9
A003107,83.4
A003108,71.2
A003109,90.2
A003110,83.8
A003111,81.2
A003112,87.1
A003113,83
A003114,90.1
A003115,92.3
A003116,92.7
A003117,76.5
A003118,79
A003119,81.8
A003120,84.1
A003121,77.4
A003122,84.8
A003123,78.9
A003124,99.7
A003125,99.2
A003126,74.7
A003127,99.9
A003128,97
A003129,77.5
A003130,57.8
A003131,99.3
A003132,71.9
A003133,76.7
A003134,98.3
A003135,73.5
A003136,88.8
A003137,47.7
A003138,76.4
A003139,82.6
A003140,98.9
A003141,99.4
A003142,72.8
A003143,94.3
A003144,83.3
A003145,98.7
A003146,42.6
A003147,72.9
A003148,71.6
A003149,76.4
A003150,73.4
A003151,92.9
A003152,82.3
A003153,87.8
A003154,95.2
A003155,94
A003156,93.9
A003157,82.2
A003158,73.3
A003159,96.2
A003160,46.5
A003161,92
A003162,77
A003163,87.9
A003164,77.3
A003165,79.1
A003166,99
A003167,87.4
A003168,89.1
A003169,83.3
A003170,83.7
A003171,86.4
A003172,82.5
A003173,90.2
A003174,99.6
A003175,84.7
A003176,87.3
A003177,98.9
A003178,77.3
A003179,87.6
A003180,76.4
A003181,71.2
A003182,77
A003183,74.8
A003184,50
A003185,77.4
A003186,84.6
A003187,70.8
A003188,98.9
A003189,93.4
A003190,83
A003191,75.2
A003192,70.2
A003193,87
A003194,99.3
A003195,93.8
A003196,95.8
A003197,96.3
A003198,77.6
A003199,84.4
A003200,81.1
A003201,83.1
A003202,90.4
A003203,81.3
A003204,78.2
A003205,93.2
A003206,82.8
A003207,89.3
A003208,59.4
A003209,94.6
A003210,96.4
A003211,92.2
A003212,98.4
A003213,89.1
A003214,90.4
A003215,94.7
A003216,98.4
A003217,92.9
A003218,90.9
A003219,47.9
A003220,47.6
A003221,98.2
A003222,74.4
A003223,95.6
A003224,96.3
A003225,99.4
A003226,93.6
A003227,95.5
A003228,98.1
A003229,77.4
A003230,72.4
A003231,84.5
A003232,41.2
A003233,75.7
A003234,48.1
A003235,74.8
A003236,90.8
A003237,55.5
A003238,93.4
A003239,80.7
A003240,78.6
A003241,83.1
A003242,93
A003243,81.8
A003244,83.1
A003245,83.6
A003246,85.5
A003247,79.9
A003248,82.1
A003249,76.4
A003250,78.9
A003251,99.4
A003252,99.1
A003253,93.9
A003254,99.8
A003255,99
A003256,75.7
A003257,77.7
A003258,87
A003259,96.8
A003260,82.8
A003261,92.4
A003262,51.8
A003263,82
A003264,83.6
A003265,82.6
A003266,99.9
A003267,89.9
A003268,94.9
A003269,92.4
A003270,94.5
A003271,99.3
A003272,93.8
A003273,51.3
A003274,84.8
A003275,41.4
A003276,73.4
A003277,77.4
A003278,71.8
A003279,79.7
A003280,80.3
A003281,95.9
A003282,48.6
A003283,94.9
A003284,80.4
A003285,84.9
A003286,82.7
A003287,64.6
A003288,82.9
A003289,89.1
A003290,89.5
A003291,81.5
A003292,67
A003293,85
A003294,73.2
A003295,96.7
A003296,96.3
A003297,95.6
A003298,54.6
A003299,85
A003300,89.3
A003301,58.4
A003302,92.5
A003303,52.7
A003304,92.4
A003305,98.3
A003306,40
A003307,59.8
A003308,81.7
A003309,83.6
A003310,93.2
A003311,88.2
A003312,92.7
A003313,82.4
A003314,75
A003315,94.3
A003316,94.4
A003317,89.5
A003318,96.9
A003319,67.3
A003320,79
A003321,74.7
A003322,78.8
A003323,86.5
A003324,73.5
A003325,98.2
A003326,83.4
A003327,71.1
A003328,83.6
A003329,51.3
A003330,75.9
A003331,92.3
A003332,74.9
A003333,79.1
A003334,73.3
A003335,82.1
A003336,70.8
A003337,90.7
A003338,97.2
A003339,90.5
A003340,98.9
A003341,85.9
A003342,78.5
A003343,95.5
A003344,87.5
A003345,40.4
A003346,50.7
A003347,91.4
A003348,71.2
A003349,78.6
A003350,85.7
A003351,74
A003352,87.9
A003353,78
A003354,75.5
A003355,78.4
A003356,95.1
A003357,81.5
A003358,82.6
A003359,92.5
A003360,71.1
A003361,78.9
A003362,42.7
A003363,40.9
A003364,88.9
A003365,99.8
A003366,75.8
A003367,84
A003368,80.3
A003369,89.5
A003370,82.5
A003371,81.6
A003372,91.5
A003373,48.3
A003374,89.9
A003375,91.7
A003376,93.5
A003377,78.6
A003378,60.7
A003379,96.5
A003380,88.1
A003381,82.8
A003382,81.7
A003383,75.7
A003384,95.2
A003385,41.1
A003386,79.7
A003387,72.4
A003388,92.3
A003389,94.7
A003390,81.8
A003391,77
A003392,46
A003393,82.9
A003394,51.4
A003395,81.1
A003396,70.7
A003397,96.6
A003398,74.8
A003399,82.8
A003400,95.7
A003401,65.7
A003402,78.6
A003403,43.1
A003404,71.1
A003405,92.2
A003406,91.9
A003407,83.2
A003408,81.9
A003409,86.9
A003410,90.8
A003411,77.1
A003412,88.7
A003413,75.9
A003414,89.8
A003415,66.5
A003416,91.9
A003417,79
A003418,91.2
A003419,83.7
A003420,84.8
A003421,99.3
A003422,91.9
A003423,74.6
A003424,78.5
A003425,79.5
A003426,94.1
A003427,92.9
A003428,92.4
A003429,93.1
A003430,86.8
A003431,83.9
A003432,82.8
A003433,75.6
A003434,98.4
A003435,84.4
A003436,83.1
A003437,72.6
A003438,96
A003439,97.5
A003440,98.8
A003441,81.4
A003442,84.5
A003443,99.3
A003444,71.2
A003445,73.5
A003446,54.9
A003447,78.2
A003448,85.5
A003449,48.3
A003450,90.2
A003451,89.2
A003452,88.5
A003453,84
A003454,82.6
A003455,84.8
A003456,72.5
A003457,72.4
A003458,70.1
A003459,95.9
A003460,78.4
A003461,80.8
A003462,78.9
A003463,79.1
A003464,92.1
A003465,95.9
A003466,91.8
A003467,82.3
A003468,50.8
A003469,74.4
A003470,80.3
A003471,93.4
A003472,72.8
A003473,96.7
A003474,91.1
A003475,55.1
A003476,46.5
A003477,92.8
A003478,91.5
A003479,43.4
A003480,65.5
A003481,90.4
A003482,89.7
A003483,98.7
A003484,99.9
A003485,89.5
A003486,90.3
A003487,93.5
A003488,96.7
A003489,91.1
A003490,97.4
A003491,92.7
A003492,98.3
A003493,86
A003494,78
A003495,69.6
A003496,71.3
A003497,80.6
A003498,82.6
A003499,53.9
A003500,80.1
A003501,99.7
A003502,76.2
A003503,82.5
A003504,80.8
A003505,88.7
A003506,73.6
A003507,85.5
A003508,82
A003509,96.3
A003510,85.2
A003511,83.7
A003512,92.3
A003513,98.2
A003514,85.3
A003515,85.8
A003516,93.4
